id,z_phot,log_mstar
11184,7.317981243133545,10.181049329619398
38094,7.477300222506212,10.886933911292022
2859,8.105592642974775,10.029126864461965
13050,8.136669296217242,10.137980622560049
14924,8.830841454906686,10.015011087250011
35300,9.077045913839543,10.396785695245420
